Export;EXP-2023-01 (20230706 14:53);;;StationsCode;NL10131;NL10444;NL10538;NL10633;NL10738
Periode;20180101 00:00 - 20190101 00:00;;;BeheerderMeetStation;RIVM;RIVM;RIVM;RIVM;RIVM
Bron;https://data.rivm.nl/data/luchtmeetnet;;;StationsNaam;Vredepeel-Vredeweg;De Zilk-Vogelaarsdreef;Wieringerwerf-Medemblikkerweg;Zegveld-Oude Meije;Wekerom-Riemterdijk
Beschrijving data;https://data.rivm.nl/data/luchtmeetnet/readme.pdf;;;Latitude,Longitude;(51.54052,5.85307);(52.296556,4.510817);(52.803657,5.050509);(52.13795,4.83819);(52.111621,5.708419)
Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;regionaal;regionaal;regionaal;regionaal;regionaal
;;;;StationsType;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond
;;;;Meetprincipe;Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS)
;;;;Meetopstelling;miniDOAS;miniDOAS;miniDOAS;miniDOAS;miniDOAS
;;;;Accreditatienummer;nvt;nvt;nvt;nvt;nvt
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10444;NL10538;NL10633;NL10738
NH3;uur;µg/m³;20180418 17:00;20180418 18:00;;10.772;21.423;15.146;16.178
NH3;uur;µg/m³;20180418 18:00;20180418 19:00;23.591;14.18;36.058;23.654;24.387
NH3;uur;µg/m³;20180418 19:00;20180418 20:00;54.221;11.836;66.499;17.015;30.982
NH3;uur;µg/m³;20180418 20:00;20180418 21:00;43.14;8.77;54.454;11.483;55.38
NH3;uur;µg/m³;20180418 21:00;20180418 22:00;61.895;8.246;80.883;14.808;70.012
NH3;uur;µg/m³;20180418 22:00;20180418 23:00;78.525;9.964;55.841;22.334;68.638
NH3;uur;µg/m³;20180418 23:00;20180419 00:00;74.108;12.718;31.78;27.566;74.87
NH3;uur;µg/m³;20180419 00:00;20180419 01:00;75.076;18.616;28.395;29.007;74.661
NH3;uur;µg/m³;20180419 01:00;20180419 02:00;69.509;18.67;26.678;27.712;77.636
NH3;uur;µg/m³;20180419 02:00;20180419 03:00;28.393;17.107;25.516;14.025;65.443
NH3;uur;µg/m³;20180419 03:00;20180419 04:00;40.15;21.947;24.887;18.213;57.799
NH3;uur;µg/m³;20180419 04:00;20180419 05:00;37.088;24.112;22.191;20.863;70.435
NH3;uur;µg/m³;20180419 05:00;20180419 06:00;41.156;23.25;24.21;17.612;53.132
NH3;uur;µg/m³;20180419 06:00;20180419 07:00;90.012;22.943;;16.603;57.248
NH3;uur;µg/m³;20180419 07:00;20180419 08:00;132.506;24.834;;17.196;49.75
NH3;uur;µg/m³;20180419 08:00;20180419 09:00;23.077;19.648;24.064;16.275;22.137
NH3;uur;µg/m³;20180419 09:00;20180419 10:00;22.737;16.25;17.421;17.778;14.285
NH3;uur;µg/m³;20180419 10:00;20180419 11:00;24.672;14.64;22.782;16.498;14.513
NH3;uur;µg/m³;20180419 11:00;20180419 12:00;17.484;14.846;17.282;16.24;15.887
NH3;uur;µg/m³;20180419 12:00;20180419 13:00;14.106;14.703;15.904;19.395;19.567
NH3;uur;µg/m³;20180419 13:00;20180419 14:00;14.492;15.865;11.798;19.1;20.921
NH3;uur;µg/m³;20180419 14:00;20180419 15:00;13.313;17.04;18.646;18.273;18.46
NH3;uur;µg/m³;20180419 15:00;20180419 16:00;10.983;16.326;22.691;19.175;16.865
NH3;uur;µg/m³;20180419 16:00;20180419 17:00;9.831;15.314;22.522;15.498;13.04
NH3;uur;µg/m³;20180419 17:00;20180419 18:00;10.628;8.075;33.605;14.867;13.314
NH3;uur;µg/m³;20180419 18:00;20180419 19:00;15.512;6.267;27.39;14.663;15.393
NH3;uur;µg/m³;20180419 19:00;20180419 20:00;19.878;5.468;32.733;14.648;32.702
NH3;uur;µg/m³;20180419 20:00;20180419 21:00;23.177;5.488;202.06;13.146;72.399
NH3;uur;µg/m³;20180419 21:00;20180419 22:00;30.284;5.065;207.569;13.428;65.98
NH3;uur;µg/m³;20180419 22:00;20180419 23:00;38.701;4.23;87.108;21.374;82.029
NH3;uur;µg/m³;20180419 23:00;20180420 00:00;39.929;3.547;138.367;29.172;69.577
NH3;uur;µg/m³;20180420 00:00;20180420 01:00;34.048;3.999;83.513;42.954;60.064
NH3;uur;µg/m³;20180420 01:00;20180420 02:00;46.383;5.152;52.471;29.968;85.926
NH3;uur;µg/m³;20180420 02:00;20180420 03:00;45.207;5.933;56.483;46.649;85.588
NH3;uur;µg/m³;20180420 03:00;20180420 04:00;48.271;11.345;46.17;40.92;73.41
NH3;uur;µg/m³;20180420 04:00;20180420 05:00;52.796;7.266;39.69;40.934;75.649
NH3;uur;µg/m³;20180420 05:00;20180420 06:00;60.488;3.331;26.352;40.809;76.521
NH3;uur;µg/m³;20180420 06:00;20180420 07:00;50.699;5.809;;33.021;73.158
NH3;uur;µg/m³;20180420 07:00;20180420 08:00;46.096;14.062;;29.042;41.757
NH3;uur;µg/m³;20180420 08:00;20180420 09:00;50.277;14.159;;20.311;29.25
NH3;uur;µg/m³;20180420 09:00;20180420 10:00;38.425;11.908;;18.826;26.244
NH3;uur;µg/m³;20180420 10:00;20180420 11:00;29.039;11.19;;19.596;22.669
NH3;uur;µg/m³;20180420 11:00;20180420 12:00;20.298;9.117;;36.201;19.398
NH3;uur;µg/m³;20180420 12:00;20180420 13:00;12.159;8.669;;29.198;20.693
NH3;uur;µg/m³;20180420 13:00;20180420 14:00;12.61;7.239;;40.187;20.988
NH3;uur;µg/m³;20180420 14:00;20180420 15:00;17.6;3.938;;37.861;16.894
NH3;uur;µg/m³;20180420 15:00;20180420 16:00;20.884;2.426;;20.923;22.542
NH3;uur;µg/m³;20180420 16:00;20180420 17:00;23.624;1.856;;17.199;40.236
NH3;uur;µg/m³;20180420 17:00;20180420 18:00;23.488;1.571;;17.076;42.689
NH3;uur;µg/m³;20180420 18:00;20180420 19:00;21.489;1.133;;15.079;60.625
NH3;uur;µg/m³;20180420 19:00;20180420 20:00;35.087;0.825;;11.169;91.337
NH3;uur;µg/m³;20180420 20:00;20180420 21:00;48.393;0.555;;7.828;88.534
NH3;uur;µg/m³;20180420 21:00;20180420 22:00;49.691;0.504;;13.033;71.963
NH3;uur;µg/m³;20180420 22:00;20180420 23:00;46.589;0.535;;13.596;112.314
NH3;uur;µg/m³;20180420 23:00;20180421 00:00;62.364;0.538;;10.409;78.75
NH3;uur;µg/m³;20180421 00:00;20180421 01:00;69.116;0.552;;12.856;59.92
NH3;uur;µg/m³;20180421 01:00;20180421 02:00;69.699;0.592;;7.493;69.468
NH3;uur;µg/m³;20180421 02:00;20180421 03:00;63.771;;;7.743;62.685
NH3;uur;µg/m³;20180421 03:00;20180421 04:00;85.513;;;7.524;72.553
NH3;uur;µg/m³;20180421 04:00;20180421 05:00;54.941;;;8.072;39.938
NH3;uur;µg/m³;20180421 05:00;20180421 06:00;59.107;;;12.264;35.285
NH3;uur;µg/m³;20180421 06:00;20180421 07:00;38.197;;;17.712;34.004
NH3;uur;µg/m³;20180421 07:00;20180421 08:00;29.375;;;9.633;20.967
NH3;uur;µg/m³;20180421 08:00;20180421 09:00;23.858;5.472;16.482;9.704;11.98
NH3;uur;µg/m³;20180421 09:00;20180421 10:00;24.025;6.002;17.667;8.956;8.669
NH3;uur;µg/m³;20180421 10:00;20180421 11:00;28.51;5.646;19.001;10.372;9.657
NH3;uur;µg/m³;20180421 11:00;20180421 12:00;25.762;5.829;20.411;11.935;9.753
NH3;uur;µg/m³;20180421 12:00;20180421 13:00;26.852;5.056;16.258;12.969;10.485
NH3;uur;µg/m³;20180421 13:00;20180421 14:00;24.975;6.408;15.217;13.837;11.262
NH3;uur;µg/m³;20180421 14:00;20180421 15:00;30.234;8.996;14.377;14.663;11.981
NH3;uur;µg/m³;20180421 15:00;20180421 16:00;33.53;10.083;15.437;15.251;13.261
NH3;uur;µg/m³;20180421 16:00;20180421 17:00;36.987;8.169;13.2;15.034;13.919
NH3;uur;µg/m³;20180421 17:00;20180421 18:00;51.752;9.212;14.403;13.25;15.175
NH3;uur;µg/m³;20180421 18:00;20180421 19:00;77.875;10.356;19.93;12.828;19.551
NH3;uur;µg/m³;20180421 19:00;20180421 20:00;82.672;9.821;32.679;11.379;26.585
NH3;uur;µg/m³;20180421 20:00;20180421 21:00;30.571;9.524;31.71;12.121;32.654
NH3;uur;µg/m³;20180421 21:00;20180421 22:00;32.291;11.184;31.277;13.138;43.98
NH3;uur;µg/m³;20180421 22:00;20180421 23:00;31.816;11.711;30.236;17.499;67.943
NH3;uur;µg/m³;20180421 23:00;20180422 00:00;60.299;11.068;17.025;23.328;45.426
NH3;uur;µg/m³;20180422 00:00;20180422 01:00;79.079;13.125;15.182;19.177;29.13
NH3;uur;µg/m³;20180422 01:00;20180422 02:00;61.864;15.077;15.728;16.616;26.337
NH3;uur;µg/m³;20180422 02:00;20180422 03:00;72.49;14.824;16.543;16.753;26.409
NH3;uur;µg/m³;20180422 03:00;20180422 04:00;61.63;16.446;16.551;23.279;29.051
NH3;uur;µg/m³;20180422 04:00;20180422 05:00;48.545;15.408;16.818;25.048;26.74
NH3;uur;µg/m³;20180422 05:00;20180422 06:00;52.96;16.09;17.605;17.517;27.928
NH3;uur;µg/m³;20180422 06:00;20180422 07:00;28.513;15.314;;21.087;35.057
NH3;uur;µg/m³;20180422 07:00;20180422 08:00;27.485;14.65;;21.144;29.553
NH3;uur;µg/m³;20180422 08:00;20180422 09:00;27.517;15.684;17.663;17.503;24.609
NH3;uur;µg/m³;20180422 09:00;20180422 10:00;27.286;18.051;17.953;16.589;15.972
NH3;uur;µg/m³;20180422 10:00;20180422 11:00;28.953;18.276;19.469;17.252;16.371
NH3;uur;µg/m³;20180422 11:00;20180422 12:00;19.868;16.082;19.057;18.256;17.824
NH3;uur;µg/m³;20180422 12:00;20180422 13:00;21.106;13.774;16.807;15.384;17.949
NH3;uur;µg/m³;20180422 13:00;20180422 14:00;18.994;12.899;17.379;11.805;14.707
NH3;uur;µg/m³;20180422 14:00;20180422 15:00;16.212;9.835;15.045;12.11;14.128
NH3;uur;µg/m³;20180422 15:00;20180422 16:00;11.812;11.031;11.07;13.226;14.708
NH3;uur;µg/m³;20180422 16:00;20180422 17:00;10.662;9.679;15.373;12.977;13.982
NH3;uur;µg/m³;20180422 17:00;20180422 18:00;21.514;4.449;14.818;11.192;29.791
NH3;uur;µg/m³;20180422 18:00;20180422 19:00;23.504;2.528;13.713;7.565;20.817
NH3;uur;µg/m³;20180422 19:00;20180422 20:00;21.162;1.909;17.179;5.397;21.932
NH3;uur;µg/m³;20180422 20:00;20180422 21:00;17.853;2.947;25.311;5.769;33.671
NH3;uur;µg/m³;20180422 21:00;20180422 22:00;13.669;2.638;13.654;5.176;25.253
NH3;uur;µg/m³;20180422 22:00;20180422 23:00;16.687;1.882;19.347;5.754;19.39
NH3;uur;µg/m³;20180422 23:00;20180423 00:00;40.037;1.027;11.093;7.969;15.338
NH3;uur;µg/m³;20180423 00:00;20180423 01:00;15.264;0.736;15.909;6.491;15.71
NH3;uur;µg/m³;20180423 01:00;20180423 02:00;17.03;0.828;16.814;5.485;14.525
NH3;uur;µg/m³;20180423 02:00;20180423 03:00;16.865;1.265;15.96;6.604;13.256
NH3;uur;µg/m³;20180423 03:00;20180423 04:00;24.915;1.826;14.597;9.261;12.978
NH3;uur;µg/m³;20180423 04:00;20180423 05:00;19.784;1.966;12.13;8.828;12.251
NH3;uur;µg/m³;20180423 05:00;20180423 06:00;19.57;2.17;10.519;9.036;12.553
NH3;uur;µg/m³;20180423 06:00;20180423 07:00;25.914;2.297;;8.554;12.598
NH3;uur;µg/m³;20180423 07:00;20180423 08:00;25.168;2.506;;7.019;11.014
NH3;uur;µg/m³;20180423 08:00;20180423 09:00;13.742;2.59;9.278;6.482;11.746
NH3;uur;µg/m³;20180423 09:00;20180423 10:00;17.593;2.466;8.674;6.69;10.363
NH3;uur;µg/m³;20180423 10:00;20180423 11:00;16.125;2.05;7.746;6.424;13.026
NH3;uur;µg/m³;20180423 11:00;20180423 12:00;18.899;1.657;7.56;5.889;15.944
NH3;uur;µg/m³;20180423 12:00;20180423 13:00;17.682;1.119;6.941;5.067;6.814
NH3;uur;µg/m³;20180423 13:00;20180423 14:00;24.375;0.877;6.714;3.643;7.256
NH3;uur;µg/m³;20180423 14:00;20180423 15:00;16.641;0.933;6.419;3.607;6.147
NH3;uur;µg/m³;20180423 15:00;20180423 16:00;16.069;1.047;6.783;4.064;11.866
NH3;uur;µg/m³;20180423 16:00;20180423 17:00;14.234;1.048;7.502;3.952;9.475
NH3;uur;µg/m³;20180423 17:00;20180423 18:00;13.336;1.239;6.791;3.133;8.709
NH3;uur;µg/m³;20180423 18:00;20180423 19:00;16.646;;7.355;3.406;11.239
NH3;uur;µg/m³;20180423 19:00;20180423 20:00;23.691;;11.025;4.688;7.494
NH3;uur;µg/m³;20180423 20:00;20180423 21:00;38.057;;9.453;3.451;12.849
NH3;uur;µg/m³;20180423 21:00;20180423 22:00;44.788;;9.636;3.562;14.349
NH3;uur;µg/m³;20180423 22:00;20180423 23:00;25.153;;9.112;4.383;11.445
NH3;uur;µg/m³;20180423 23:00;20180424 00:00;20.389;;8.743;5.351;10.399
NH3;uur;µg/m³;20180424 00:00;20180424 01:00;17.343;;8.602;6.952;17.164
NH3;uur;µg/m³;20180424 01:00;20180424 02:00;13.883;;8.269;8.134;18.609
NH3;uur;µg/m³;20180424 02:00;20180424 03:00;12.717;;8.677;6.667;16.574
NH3;uur;µg/m³;20180424 03:00;20180424 04:00;12.832;;7.983;5.856;15.243
NH3;uur;µg/m³;20180424 04:00;20180424 05:00;13.093;;6.992;5.357;15.763
NH3;uur;µg/m³;20180424 05:00;20180424 06:00;12.361;;7.056;4.068;14.198
NH3;uur;µg/m³;20180424 06:00;20180424 07:00;13.579;;;3.196;12.183
NH3;uur;µg/m³;20180424 07:00;20180424 08:00;13.463;;;3.486;10.226
NH3;uur;µg/m³;20180424 08:00;20180424 09:00;13.129;;7.525;3.141;9.474
NH3;uur;µg/m³;20180424 09:00;20180424 10:00;12.683;;;3.167;11.197
NH3;uur;µg/m³;20180424 10:00;20180424 11:00;12.882;;;3.291;11.596
NH3;uur;µg/m³;20180424 11:00;20180424 12:00;12.769;;;3.292;9.445
NH3;uur;µg/m³;20180424 12:00;20180424 13:00;13.941;;;4.185;9.778
NH3;uur;µg/m³;20180424 13:00;20180424 14:00;13.306;;;3.342;12.914
NH3;uur;µg/m³;20180424 14:00;20180424 15:00;12.658;;;3.224;9.495
NH3;uur;µg/m³;20180424 15:00;20180424 16:00;11.647;;;3.449;9.758
NH3;uur;µg/m³;20180424 16:00;20180424 17:00;12.816;;;4.349;11.725
NH3;uur;µg/m³;20180424 17:00;20180424 18:00;11.346;;;4.13;15.928
NH3;uur;µg/m³;20180424 18:00;20180424 19:00;12.373;;;4.312;16.441
NH3;uur;µg/m³;20180424 19:00;20180424 20:00;16.777;;9.572;13.52;15.449
NH3;uur;µg/m³;20180424 20:00;20180424 21:00;20.44;;11.874;14.436;16.842
NH3;uur;µg/m³;20180424 21:00;20180424 22:00;23.824;;;8.546;17.612
NH3;uur;µg/m³;20180424 22:00;20180424 23:00;22.794;;;6.949;18.284
NH3;uur;µg/m³;20180424 23:00;20180425 00:00;20.933;;;6.419;18.941
NH3;uur;µg/m³;20180425 00:00;20180425 01:00;23.479;;6.274;6.929;18.81
NH3;uur;µg/m³;20180425 01:00;20180425 02:00;30.31;;;5.175;16.843
NH3;uur;µg/m³;20180425 02:00;20180425 03:00;17.604;;;3.948;14.771
NH3;uur;µg/m³;20180425 03:00;20180425 04:00;18.504;;;2.648;11.063
NH3;uur;µg/m³;20180425 04:00;20180425 05:00;15.861;;;2.693;5.171
NH3;uur;µg/m³;20180425 05:00;20180425 06:00;13.424;;4.692;2.846;4.744
NH3;uur;µg/m³;20180425 06:00;20180425 07:00;13.435;;;2.498;7.472
NH3;uur;µg/m³;20180425 07:00;20180425 08:00;15.31;;;2.112;12.574
NH3;uur;µg/m³;20180425 08:00;20180425 09:00;14.922;;4.318;2.217;19.997
NH3;uur;µg/m³;20180425 09:00;20180425 10:00;17.06;0.284;;2.669;13.571
NH3;uur;µg/m³;20180425 10:00;20180425 11:00;29.688;0.775;;2.236;14.267
NH3;uur;µg/m³;20180425 11:00;20180425 12:00;23.048;1.206;5.268;2.986;9.918
NH3;uur;µg/m³;20180425 12:00;20180425 13:00;19.036;1.394;;3.044;15.644
NH3;uur;µg/m³;20180425 13:00;20180425 14:00;23.067;1.295;;3.551;7.487
NH3;uur;µg/m³;20180425 14:00;20180425 15:00;23.039;0.833;;3.695;15.004
NH3;uur;µg/m³;20180425 15:00;20180425 16:00;17.571;0.753;;2.944;6.147
NH3;uur;µg/m³;20180425 16:00;20180425 17:00;17.164;0.745;;2.582;8.548
NH3;uur;µg/m³;20180425 17:00;20180425 18:00;15.805;0.499;;1.992;9.22
NH3;uur;µg/m³;20180425 18:00;20180425 19:00;17.043;0.606;;2.556;9.937
NH3;uur;µg/m³;20180425 19:00;20180425 20:00;21.248;0.9;;2.67;8.066
NH3;uur;µg/m³;20180425 20:00;20180425 21:00;29.78;0.297;;3.432;8.179
NH3;uur;µg/m³;20180425 21:00;20180425 22:00;22.737;0.554;;3.357;8.872
NH3;uur;µg/m³;20180425 22:00;20180425 23:00;20.624;0.878;;2.061;8.282
NH3;uur;µg/m³;20180425 23:00;20180426 00:00;14.783;0.619;;2.875;4.462
NH3;uur;µg/m³;20180426 00:00;20180426 01:00;14.79;0.567;;2.997;3.851
NH3;uur;µg/m³;20180426 01:00;20180426 02:00;14.365;0.475;;3.059;4.901
NH3;uur;µg/m³;20180426 02:00;20180426 03:00;13.315;0.604;;4.258;3.354
NH3;uur;µg/m³;20180426 03:00;20180426 04:00;12.061;1.115;;3.92;4.103
NH3;uur;µg/m³;20180426 04:00;20180426 05:00;8.265;1.65;;4.95;4.663
NH3;uur;µg/m³;20180426 05:00;20180426 06:00;7.585;1.32;;5.6;5.519
NH3;uur;µg/m³;20180426 06:00;20180426 07:00;8.154;1.417;;5.394;5.786
NH3;uur;µg/m³;20180426 07:00;20180426 08:00;8.677;1.424;;4.486;5.57
NH3;uur;µg/m³;20180426 08:00;20180426 09:00;8.716;1.398;;4.126;6.934
NH3;uur;µg/m³;20180426 09:00;20180426 10:00;8.994;1.382;5.543;3.409;11.184
NH3;uur;µg/m³;20180426 10:00;20180426 11:00;10.587;1.301;5.195;3.511;9.76
NH3;uur;µg/m³;20180426 11:00;20180426 12:00;11.319;1.159;5.207;3.205;6.048
NH3;uur;µg/m³;20180426 12:00;20180426 13:00;12.44;0.898;5.194;2.659;6.489
NH3;uur;µg/m³;20180426 13:00;20180426 14:00;15.446;0.743;4.841;2.28;9.838
NH3;uur;µg/m³;20180426 14:00;20180426 15:00;17.054;0.446;4.423;2.491;6.45
NH3;uur;µg/m³;20180426 15:00;20180426 16:00;15.886;;4.825;2.82;5.593
NH3;uur;µg/m³;20180426 16:00;20180426 17:00;14.978;;4.965;2.715;8.583
NH3;uur;µg/m³;20180426 17:00;20180426 18:00;12.885;;4.441;2.55;13.477
NH3;uur;µg/m³;20180426 18:00;20180426 19:00;20.198;;3.759;1.99;9.202
NH3;uur;µg/m³;20180426 19:00;20180426 20:00;20.359;;6.6;2.816;7.357
NH3;uur;µg/m³;20180426 20:00;20180426 21:00;22.061;;7.649;3.133;8.275
NH3;uur;µg/m³;20180426 21:00;20180426 22:00;25.653;;13.538;4.05;8.283
NH3;uur;µg/m³;20180426 22:00;20180426 23:00;17.45;;20.858;3.679;8.749
NH3;uur;µg/m³;20180426 23:00;20180427 00:00;35.362;;12.383;4.8;9.93
NH3;uur;µg/m³;20180427 00:00;20180427 01:00;31.948;;15.65;9.014;8.275
NH3;uur;µg/m³;20180427 01:00;20180427 02:00;34.211;;13.437;8.261;23.171
NH3;uur;µg/m³;20180427 02:00;20180427 03:00;28.569;;18.322;11.022;34.862
NH3;uur;µg/m³;20180427 03:00;20180427 04:00;29.926;;17.616;8.889;26.9
NH3;uur;µg/m³;20180427 04:00;20180427 05:00;30.308;;12.466;10.105;20.262
NH3;uur;µg/m³;20180427 05:00;20180427 06:00;26.568;;10.15;10.771;18.896
NH3;uur;µg/m³;20180427 06:00;20180427 07:00;28.656;;;10.153;17.382
NH3;uur;µg/m³;20180427 07:00;20180427 08:00;24.798;;;10.401;11.218
NH3;uur;µg/m³;20180427 08:00;20180427 09:00;18.845;;5.504;9.488;8.322
NH3;uur;µg/m³;20180427 09:00;20180427 10:00;15.068;;6.818;7.337;6.515
NH3;uur;µg/m³;20180427 10:00;20180427 11:00;11.763;;6.734;6.44;6.395
NH3;uur;µg/m³;20180427 11:00;20180427 12:00;8.905;;7.371;6.529;7.526
NH3;uur;µg/m³;20180427 12:00;20180427 13:00;7.023;;6.975;5.631;9.973
NH3;uur;µg/m³;20180427 13:00;20180427 14:00;7.231;;6.944;6.878;10.644
NH3;uur;µg/m³;20180427 14:00;20180427 15:00;6.916;;6.92;5.934;9.893
NH3;uur;µg/m³;20180427 15:00;20180427 16:00;6.288;;6.33;4.4;8.931
NH3;uur;µg/m³;20180427 16:00;20180427 17:00;14.359;;7.766;4.781;12.684
NH3;uur;µg/m³;20180427 17:00;20180427 18:00;11.171;;7.102;4.791;12.167
NH3;uur;µg/m³;20180427 18:00;20180427 19:00;11.867;;8.675;4.369;18.544
NH3;uur;µg/m³;20180427 19:00;20180427 20:00;54.495;;11.249;8.198;24.199
NH3;uur;µg/m³;20180427 20:00;20180427 21:00;53.724;;11.874;16.789;12.764
NH3;uur;µg/m³;20180427 21:00;20180427 22:00;37.126;;14.248;14.4;17.916
NH3;uur;µg/m³;20180427 22:00;20180427 23:00;31.196;;16.609;19.347;22.349
NH3;uur;µg/m³;20180427 23:00;20180428 00:00;37.196;;17.944;15.394;19.016
NH3;uur;µg/m³;20180428 00:00;20180428 01:00;30.615;;15.139;11.334;28.281
NH3;uur;µg/m³;20180428 01:00;20180428 02:00;32.412;;16.003;11.725;16.427
NH3;uur;µg/m³;20180428 02:00;20180428 03:00;25.336;;16.323;18.117;23.193
NH3;uur;µg/m³;20180428 03:00;20180428 04:00;25.048;;13.496;17.544;17.354
NH3;uur;µg/m³;20180428 04:00;20180428 05:00;21.872;;14.927;22.007;16.544
NH3;uur;µg/m³;20180428 05:00;20180428 06:00;20.306;;17.743;13.317;15.12
NH3;uur;µg/m³;20180428 06:00;20180428 07:00;16.356;;;9.761;12.536
NH3;uur;µg/m³;20180428 07:00;20180428 08:00;17.29;;;14.26;13.711
NH3;uur;µg/m³;20180428 08:00;20180428 09:00;13.425;;11.11;10.835;13.136
NH3;uur;µg/m³;20180428 09:00;20180428 10:00;10.336;;;7.547;12.707
NH3;uur;µg/m³;20180428 10:00;20180428 11:00;10.708;;;7.434;12.179
NH3;uur;µg/m³;20180428 11:00;20180428 12:00;9.567;;8.051;7.148;8.728
NH3;uur;µg/m³;20180428 12:00;20180428 13:00;8.417;;;7.012;10.544
NH3;uur;µg/m³;20180428 13:00;20180428 14:00;7.293;;;7.659;9.907
NH3;uur;µg/m³;20180428 14:00;20180428 15:00;6.344;;;8.385;9.183
NH3;uur;µg/m³;20180428 15:00;20180428 16:00;7.812;;6.229;6.966;9.986
NH3;uur;µg/m³;20180428 16:00;20180428 17:00;7.995;;6.672;6.087;9.384
NH3;uur;µg/m³;20180428 17:00;20180428 18:00;9.983;;5.453;4.255;8.697
NH3;uur;µg/m³;20180428 18:00;20180428 19:00;12.986;;5.982;3.471;9.935
NH3;uur;µg/m³;20180428 19:00;20180428 20:00;21.563;;8.088;4.325;11.708
NH3;uur;µg/m³;20180428 20:00;20180428 21:00;26.001;;8.104;9.511;24.752
NH3;uur;µg/m³;20180428 21:00;20180428 22:00;17.181;;4.747;93.01;21.899
NH3;uur;µg/m³;20180428 22:00;20180428 23:00;20.291;;6.247;47.524;28.961
NH3;uur;µg/m³;20180428 23:00;20180429 00:00;22.82;;8.095;12.526;26.933
NH3;uur;µg/m³;20180429 00:00;20180429 01:00;44.417;;11.896;13.513;28.892
NH3;uur;µg/m³;20180429 01:00;20180429 02:00;21.775;;11.672;39.55;24.157
NH3;uur;µg/m³;20180429 02:00;20180429 03:00;13.922;;7.003;22.031;25.473
NH3;uur;µg/m³;20180429 03:00;20180429 04:00;19.323;;5.69;28.333;30.77
NH3;uur;µg/m³;20180429 04:00;20180429 05:00;;;4.612;17.797;32.428
NH3;uur;µg/m³;20180429 05:00;20180429 06:00;;;6.953;7.831;91.742
NH3;uur;µg/m³;20180429 06:00;20180429 07:00;89.341;;;12.549;98.871
NH3;uur;µg/m³;20180429 07:00;20180429 08:00;48.551;;;3.191;55.349
NH3;uur;µg/m³;20180429 08:00;20180429 09:00;47.196;;3.453;1.996;19.917
NH3;uur;µg/m³;20180429 09:00;20180429 10:00;36.04;;6.62;2.18;12.585
NH3;uur;µg/m³;20180429 10:00;20180429 11:00;40.581;;8.517;2.337;14.681
NH3;uur;µg/m³;20180429 11:00;20180429 12:00;22.908;;8.76;3.726;13.985
NH3;uur;µg/m³;20180429 12:00;20180429 13:00;34.303;;9.349;4.704;13.526
NH3;uur;µg/m³;20180429 13:00;20180429 14:00;53.633;;10.142;4.356;13.11
NH3;uur;µg/m³;20180429 14:00;20180429 15:00;56.835;;11.409;6.017;13.016
NH3;uur;µg/m³;20180429 15:00;20180429 16:00;44.838;;10.273;6.005;11.133
NH3;uur;µg/m³;20180429 16:00;20180429 17:00;40.954;;11.753;5.273;10.765
NH3;uur;µg/m³;20180429 17:00;20180429 18:00;27.422;;11.304;;12.769
NH3;uur;µg/m³;20180429 18:00;20180429 19:00;31.197;;12.702;;15.94
NH3;uur;µg/m³;20180429 19:00;20180429 20:00;24.725;;12.301;7.863;15.025
NH3;uur;µg/m³;20180429 20:00;20180429 21:00;28.595;;10.821;6.351;12.118
NH3;uur;µg/m³;20180429 21:00;20180429 22:00;18.546;;9.464;6.576;13.308
NH3;uur;µg/m³;20180429 22:00;20180429 23:00;16.598;;;2.656;11.287
NH3;uur;µg/m³;20180429 23:00;20180430 00:00;13.515;;;2.692;7.799
NH3;uur;µg/m³;20180430 00:00;20180430 01:00;6.838;;;2.554;6.923
NH3;uur;µg/m³;20180430 01:00;20180430 02:00;7.9;;;2.171;10.567
NH3;uur;µg/m³;20180430 02:00;20180430 03:00;8.605;;;1.933;9.419
NH3;uur;µg/m³;20180430 03:00;20180430 04:00;11.824;;;4.062;8.934
NH3;uur;µg/m³;20180430 04:00;20180430 05:00;10.526;;;4.406;16.777
NH3;uur;µg/m³;20180430 05:00;20180430 06:00;11.696;;6.31;;35.666
NH3;uur;µg/m³;20180430 06:00;20180430 07:00;10.239;;;5.582;31.366
NH3;uur;µg/m³;20180430 07:00;20180430 08:00;7.718;;;7.107;17.438
NH3;uur;µg/m³;20180430 08:00;20180430 09:00;5.692;;5.579;2.795;6.896
NH3;uur;µg/m³;20180430 09:00;20180430 10:00;6.903;;4.959;1.824;
NH3;uur;µg/m³;20180430 10:00;20180430 11:00;8.164;;;1.787;
NH3;uur;µg/m³;20180430 11:00;20180430 12:00;8.406;;;2.574;
NH3;uur;µg/m³;20180430 12:00;20180430 13:00;6.634;;;3.26;7.727
NH3;uur;µg/m³;20180430 13:00;20180430 14:00;6.647;;;3.479;8.615
NH3;uur;µg/m³;20180430 14:00;20180430 15:00;5.965;;;3.413;
