Export;EXP-2023-01 (20230706 14:53);;;StationsCode;NL10131;NL10444;NL10538;NL10633;NL10738
Periode;20180101 00:00 - 20190101 00:00;;;BeheerderMeetStation;RIVM;RIVM;RIVM;RIVM;RIVM
Bron;https://data.rivm.nl/data/luchtmeetnet;;;StationsNaam;Vredepeel-Vredeweg;De Zilk-Vogelaarsdreef;Wieringerwerf-Medemblikkerweg;Zegveld-Oude Meije;Wekerom-Riemterdijk
Beschrijving data;https://data.rivm.nl/data/luchtmeetnet/readme.pdf;;;Latitude,Longitude;(51.54052,5.85307);(52.296556,4.510817);(52.803657,5.050509);(52.13795,4.83819);(52.111621,5.708419)
Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;regionaal;regionaal;regionaal;regionaal;regionaal
;;;;StationsType;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond
;;;;Meetprincipe;Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS)
;;;;Meetopstelling;miniDOAS;miniDOAS;miniDOAS;miniDOAS;miniDOAS
;;;;Accreditatienummer;nvt;nvt;nvt;nvt;nvt
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10444;NL10538;NL10633;NL10738
NH3;uur;µg/m³;20181117 09:00;20181117 10:00;30.88;4.34;1.406;8.449;9.697
NH3;uur;µg/m³;20181117 10:00;20181117 11:00;27.346;4.633;1.827;9.876;8.603
NH3;uur;µg/m³;20181117 11:00;20181117 12:00;18.344;5.032;1.638;8.344;8.736
NH3;uur;µg/m³;20181117 12:00;20181117 13:00;20.163;4.994;2.509;8.883;6.039
NH3;uur;µg/m³;20181117 13:00;20181117 14:00;36.981;4.721;2.901;9.273;7.665
NH3;uur;µg/m³;20181117 14:00;20181117 15:00;133.141;4.337;2.232;9.656;8.518
NH3;uur;µg/m³;20181117 15:00;20181117 16:00;137.175;4.049;3.702;8.499;10.146
NH3;uur;µg/m³;20181117 16:00;20181117 17:00;48.112;4.097;2.848;9.131;11.046
NH3;uur;µg/m³;20181117 17:00;20181117 18:00;35.019;4.212;2.794;7.79;9.965
NH3;uur;µg/m³;20181117 18:00;20181117 19:00;69.176;4.047;2.686;7.292;8.484
NH3;uur;µg/m³;20181117 19:00;20181117 20:00;92.058;3.926;2.549;6.152;7.934
NH3;uur;µg/m³;20181117 20:00;20181117 21:00;147.152;3.766;2.717;6.219;9.07
NH3;uur;µg/m³;20181117 21:00;20181117 22:00;105.245;3.539;2.308;8.124;7.521
NH3;uur;µg/m³;20181117 22:00;20181117 23:00;102.404;3.412;1.981;6.733;5.623
NH3;uur;µg/m³;20181117 23:00;20181118 00:00;99.413;3.133;2.165;6.644;5.153
NH3;uur;µg/m³;20181118 00:00;20181118 01:00;144.086;2.95;1.651;7.093;6.006
NH3;uur;µg/m³;20181118 01:00;20181118 02:00;140.24;2.853;1.964;6.88;6.727
NH3;uur;µg/m³;20181118 02:00;20181118 03:00;160.399;2.608;2.097;6.668;6.918
NH3;uur;µg/m³;20181118 03:00;20181118 04:00;202.378;2.684;1.924;6.402;7.672
NH3;uur;µg/m³;20181118 04:00;20181118 05:00;225.525;2.263;1.925;6.435;7.904
NH3;uur;µg/m³;20181118 05:00;20181118 06:00;110.814;2.223;1.811;7.109;8.618
NH3;uur;µg/m³;20181118 06:00;20181118 07:00;173.043;2.165;1.911;6.996;8.87
NH3;uur;µg/m³;20181118 07:00;20181118 08:00;190.122;2.213;2.167;6.673;7.627
NH3;uur;µg/m³;20181118 08:00;20181118 09:00;217.592;2.278;1.933;6.424;8.87
NH3;uur;µg/m³;20181118 09:00;20181118 10:00;180.48;2.431;2.541;6.092;9.752
NH3;uur;µg/m³;20181118 10:00;20181118 11:00;128.146;2.659;2.026;5.032;7.779
NH3;uur;µg/m³;20181118 11:00;20181118 12:00;123.477;2.696;2.543;5.858;6.793
NH3;uur;µg/m³;20181118 12:00;20181118 13:00;120.767;2.67;2.816;5.895;6.624
NH3;uur;µg/m³;20181118 13:00;20181118 14:00;105.443;2.418;2.865;6.247;7.095
NH3;uur;µg/m³;20181118 14:00;20181118 15:00;131.181;2.59;2.995;6.533;8.024
NH3;uur;µg/m³;20181118 15:00;20181118 16:00;115.753;2.52;2.34;6.362;7.218
NH3;uur;µg/m³;20181118 16:00;20181118 17:00;108.38;2.48;2.469;6.224;7.771
NH3;uur;µg/m³;20181118 17:00;20181118 18:00;141.586;2.412;5.313;6.332;14.819
NH3;uur;µg/m³;20181118 18:00;20181118 19:00;150.139;2.58;3.396;5.607;13.611
NH3;uur;µg/m³;20181118 19:00;20181118 20:00;132.363;2.455;2.372;5.894;7.312
NH3;uur;µg/m³;20181118 20:00;20181118 21:00;86.961;2.175;1.947;5.921;7.798
NH3;uur;µg/m³;20181118 21:00;20181118 22:00;97.781;1.521;1.542;5.272;7.133
NH3;uur;µg/m³;20181118 22:00;20181118 23:00;111.212;1.587;2.022;4.817;7.25
NH3;uur;µg/m³;20181118 23:00;20181119 00:00;109.57;1.64;2.835;4.827;7.434
NH3;uur;µg/m³;20181119 00:00;20181119 01:00;134.278;1.737;2.725;6.042;6.009
NH3;uur;µg/m³;20181119 01:00;20181119 02:00;147.291;1.64;3.165;4.813;6.238
NH3;uur;µg/m³;20181119 02:00;20181119 03:00;89.794;1.892;2.292;4.538;5.906
NH3;uur;µg/m³;20181119 03:00;20181119 04:00;70.451;2.027;2.902;4.856;5.569
NH3;uur;µg/m³;20181119 04:00;20181119 05:00;81.369;1.613;2.294;4.455;5.659
NH3;uur;µg/m³;20181119 05:00;20181119 06:00;66.059;1.414;1.572;4.13;5.382
NH3;uur;µg/m³;20181119 06:00;20181119 07:00;69.225;1.286;1.567;3.729;4.917
NH3;uur;µg/m³;20181119 07:00;20181119 08:00;70.395;1.472;2.438;4.077;5.404
NH3;uur;µg/m³;20181119 08:00;20181119 09:00;96.624;1.736;2.081;4.865;5.968
NH3;uur;µg/m³;20181119 09:00;20181119 10:00;87.865;1.651;1.262;4.591;5.038
NH3;uur;µg/m³;20181119 10:00;20181119 11:00;87.378;1.443;1.786;4.182;5.079
NH3;uur;µg/m³;20181119 11:00;20181119 12:00;88.376;1.394;1.987;4.566;4.214
NH3;uur;µg/m³;20181119 12:00;20181119 13:00;100.316;1.974;2.318;3.762;4.418
NH3;uur;µg/m³;20181119 13:00;20181119 14:00;98.633;2.469;2.013;3.84;4.489
NH3;uur;µg/m³;20181119 14:00;20181119 15:00;94.572;2.61;2.061;4.046;4.66
NH3;uur;µg/m³;20181119 15:00;20181119 16:00;105.577;2.338;1.492;4.368;4.008
NH3;uur;µg/m³;20181119 16:00;20181119 17:00;103.093;1.78;1.739;5.254;5.029
NH3;uur;µg/m³;20181119 17:00;20181119 18:00;97.176;1.858;1.926;5.116;4.891
NH3;uur;µg/m³;20181119 18:00;20181119 19:00;98.124;1.762;1.918;4.71;4.425
NH3;uur;µg/m³;20181119 19:00;20181119 20:00;86.388;1.559;1.856;5.108;3.703
NH3;uur;µg/m³;20181119 20:00;20181119 21:00;73.54;1.682;2.076;4.639;3.901
NH3;uur;µg/m³;20181119 21:00;20181119 22:00;65.095;1.715;1.663;4.469;4.003
NH3;uur;µg/m³;20181119 22:00;20181119 23:00;67.182;1.644;1.738;4.41;4.098
NH3;uur;µg/m³;20181119 23:00;20181120 00:00;54.821;1.649;1.763;4.305;4.392
NH3;uur;µg/m³;20181120 00:00;20181120 01:00;62.12;1.56;1.54;4.903;3.756
NH3;uur;µg/m³;20181120 01:00;20181120 02:00;41.021;1.642;1.31;4.971;2.533
NH3;uur;µg/m³;20181120 02:00;20181120 03:00;33.252;1.53;1.282;4.428;2.658
NH3;uur;µg/m³;20181120 03:00;20181120 04:00;12.64;1.543;1.723;4.115;2.471
NH3;uur;µg/m³;20181120 04:00;20181120 05:00;20.594;1.165;1.142;3.946;2.588
NH3;uur;µg/m³;20181120 05:00;20181120 06:00;26.744;1.113;1.002;4.081;2.319
NH3;uur;µg/m³;20181120 06:00;20181120 07:00;24.355;1.414;0.95;3.914;2.359
NH3;uur;µg/m³;20181120 07:00;20181120 08:00;23.074;1.248;0.978;3.594;2.931
NH3;uur;µg/m³;20181120 08:00;20181120 09:00;15.439;1.305;0.721;3.969;2.907
NH3;uur;µg/m³;20181120 09:00;20181120 10:00;11.64;1.29;0.397;4.049;2.839
NH3;uur;µg/m³;20181120 10:00;20181120 11:00;29.383;1.588;0.46;4.732;2.489
NH3;uur;µg/m³;20181120 11:00;20181120 12:00;20.985;1.535;0.876;5.088;2.614
NH3;uur;µg/m³;20181120 12:00;20181120 13:00;35.378;1.452;0.648;5.15;2.667
NH3;uur;µg/m³;20181120 13:00;20181120 14:00;39.897;1.302;1.029;4.62;2.748
NH3;uur;µg/m³;20181120 14:00;20181120 15:00;48.461;1.267;0.853;4.31;2.736
NH3;uur;µg/m³;20181120 15:00;20181120 16:00;22.892;1.313;0.512;4.457;2.681
NH3;uur;µg/m³;20181120 16:00;20181120 17:00;9.709;1.227;1.015;4.452;2.964
NH3;uur;µg/m³;20181120 17:00;20181120 18:00;9.37;1.412;0.783;4.882;2.933
NH3;uur;µg/m³;20181120 18:00;20181120 19:00;12.13;1.574;0.633;5.614;
NH3;uur;µg/m³;20181120 19:00;20181120 20:00;10.863;1.589;0.273;5.733;1.882
NH3;uur;µg/m³;20181120 20:00;20181120 21:00;7.25;1.472;0.432;3.919;2.082
NH3;uur;µg/m³;20181120 21:00;20181120 22:00;5.762;1.326;0.867;3.942;2.8
NH3;uur;µg/m³;20181120 22:00;20181120 23:00;6.108;1.66;0.267;4.127;2.69
NH3;uur;µg/m³;20181120 23:00;20181121 00:00;6.054;2.126;0.682;4.717;2.788
NH3;uur;µg/m³;20181121 00:00;20181121 01:00;7.093;2.216;0.638;3.765;3.903
NH3;uur;µg/m³;20181121 01:00;20181121 02:00;8.554;1.856;0.877;3.658;3.212
NH3;uur;µg/m³;20181121 02:00;20181121 03:00;7.507;2.025;1.082;5.015;3.501
NH3;uur;µg/m³;20181121 03:00;20181121 04:00;6.54;2.538;0.689;4.657;3.907
NH3;uur;µg/m³;20181121 04:00;20181121 05:00;7.59;2.337;0.649;5.314;4.829
NH3;uur;µg/m³;20181121 05:00;20181121 06:00;34.823;2.281;0.863;4.471;4.968
NH3;uur;µg/m³;20181121 06:00;20181121 07:00;45.933;2.293;1.137;5.257;4.451
NH3;uur;µg/m³;20181121 07:00;20181121 08:00;29.623;2.676;0.636;6.116;4.368
NH3;uur;µg/m³;20181121 08:00;20181121 09:00;18.311;2.921;0.604;6.631;3.85
NH3;uur;µg/m³;20181121 09:00;20181121 10:00;13.114;3.021;0.857;6.055;5.054
NH3;uur;µg/m³;20181121 10:00;20181121 11:00;8.331;3.395;1.299;6.081;5.136
NH3;uur;µg/m³;20181121 11:00;20181121 12:00;6.941;4.062;1.312;5.909;5.239
NH3;uur;µg/m³;20181121 12:00;20181121 13:00;9.101;3.747;1.341;5.556;5.19
NH3;uur;µg/m³;20181121 13:00;20181121 14:00;18.446;4.012;1.953;5.912;4.132
NH3;uur;µg/m³;20181121 14:00;20181121 15:00;36.912;3.51;0.983;5.738;5.642
NH3;uur;µg/m³;20181121 15:00;20181121 16:00;25.197;2.934;1.158;6.186;5.798
NH3;uur;µg/m³;20181121 16:00;20181121 17:00;188.016;3.279;1.478;8.407;5.438
NH3;uur;µg/m³;20181121 17:00;20181121 18:00;177.744;2.924;0.784;9.354;4.23
NH3;uur;µg/m³;20181121 18:00;20181121 19:00;34.726;3.163;0.568;8.071;5.149
NH3;uur;µg/m³;20181121 19:00;20181121 20:00;12.659;3.134;0.936;8.808;3.154
NH3;uur;µg/m³;20181121 20:00;20181121 21:00;8.924;3.083;1.432;7.239;3.662
NH3;uur;µg/m³;20181121 21:00;20181121 22:00;37.699;2.976;1.051;9.095;3.368
NH3;uur;µg/m³;20181121 22:00;20181121 23:00;24.535;2.88;0.593;6.658;4.606
NH3;uur;µg/m³;20181121 23:00;20181122 00:00;11.299;2.301;1.183;5.992;5.364
NH3;uur;µg/m³;20181122 00:00;20181122 01:00;11.046;1.924;1.004;9.027;5.765
NH3;uur;µg/m³;20181122 01:00;20181122 02:00;57.007;2.183;0.809;6.318;6.105
NH3;uur;µg/m³;20181122 02:00;20181122 03:00;103.957;2.155;1.237;6.699;6.242
NH3;uur;µg/m³;20181122 03:00;20181122 04:00;36.106;1.873;1.236;5.94;6.408
NH3;uur;µg/m³;20181122 04:00;20181122 05:00;39.586;1.654;0.892;6.009;6.354
NH3;uur;µg/m³;20181122 05:00;20181122 06:00;21.011;1.704;1.261;5.492;5.561
NH3;uur;µg/m³;20181122 06:00;20181122 07:00;21.173;1.852;1.305;5.66;5.719
NH3;uur;µg/m³;20181122 07:00;20181122 08:00;40.346;2.329;1.02;6.444;
NH3;uur;µg/m³;20181122 08:00;20181122 09:00;37.404;2.495;0.644;6.487;
NH3;uur;µg/m³;20181122 09:00;20181122 10:00;45.359;2.573;1.176;8;4.327
NH3;uur;µg/m³;20181122 10:00;20181122 11:00;29.053;2.502;1.016;9.295;4.595
NH3;uur;µg/m³;20181122 11:00;20181122 12:00;13.621;3.027;1.746;8.981;4.639
NH3;uur;µg/m³;20181122 12:00;20181122 13:00;9.483;3.116;1.286;8.995;4.182
NH3;uur;µg/m³;20181122 13:00;20181122 14:00;8.681;3.718;1.36;7.825;4.534
NH3;uur;µg/m³;20181122 14:00;20181122 15:00;6.673;3.528;1.511;7.674;5.202
NH3;uur;µg/m³;20181122 15:00;20181122 16:00;6.187;3.409;1.753;8.734;6.737
NH3;uur;µg/m³;20181122 16:00;20181122 17:00;6.777;3.973;1.572;8.664;7.034
NH3;uur;µg/m³;20181122 17:00;20181122 18:00;32.392;4.213;1.66;11.222;7.642
NH3;uur;µg/m³;20181122 18:00;20181122 19:00;19.35;4.293;2.255;10.854;6.558
NH3;uur;µg/m³;20181122 19:00;20181122 20:00;82.457;4.826;2.194;13.392;8.773
NH3;uur;µg/m³;20181122 20:00;20181122 21:00;32.7;5.448;3.108;11.575;8.604
NH3;uur;µg/m³;20181122 21:00;20181122 22:00;71.598;5.842;3.311;11.777;8.157
NH3;uur;µg/m³;20181122 22:00;20181122 23:00;93.651;5.314;3.623;10.519;9.03
NH3;uur;µg/m³;20181122 23:00;20181123 00:00;15.169;4.914;4.31;9.543;11.985
NH3;uur;µg/m³;20181123 00:00;20181123 01:00;12.377;5.979;3.688;10.034;11.746
NH3;uur;µg/m³;20181123 01:00;20181123 02:00;31.806;6.027;3.855;11.861;15.789
NH3;uur;µg/m³;20181123 02:00;20181123 03:00;130.78;5.584;3.751;12.32;31.804
NH3;uur;µg/m³;20181123 03:00;20181123 04:00;64.633;6.422;3.733;18.308;26.755
NH3;uur;µg/m³;20181123 04:00;20181123 05:00;127.052;5.74;4.015;13.238;20.998
NH3;uur;µg/m³;20181123 05:00;20181123 06:00;40.635;4.971;3.733;8.119;21.827
NH3;uur;µg/m³;20181123 06:00;20181123 07:00;40.43;4.993;3.539;9.233;16.13
NH3;uur;µg/m³;20181123 07:00;20181123 08:00;33.102;4.833;3.13;8.123;11.475
NH3;uur;µg/m³;20181123 08:00;20181123 09:00;28.44;4.76;3.105;13.335;8.279
NH3;uur;µg/m³;20181123 09:00;20181123 10:00;34.274;5.144;2.371;14.659;9.358
NH3;uur;µg/m³;20181123 10:00;20181123 11:00;16.206;5.463;3.154;10.178;7.042
NH3;uur;µg/m³;20181123 11:00;20181123 12:00;15.156;5.823;3.708;12.352;8.83
NH3;uur;µg/m³;20181123 12:00;20181123 13:00;15.317;6.007;3.578;11.826;7.116
NH3;uur;µg/m³;20181123 13:00;20181123 14:00;15.889;6.438;3.198;9.914;10.571
NH3;uur;µg/m³;20181123 14:00;20181123 15:00;25.735;6.959;3.814;9.518;9.888
NH3;uur;µg/m³;20181123 15:00;20181123 16:00;75.192;6.326;3.486;9.948;10.712
NH3;uur;µg/m³;20181123 16:00;20181123 17:00;227.268;5.854;3.935;11.811;13.703
NH3;uur;µg/m³;20181123 17:00;20181123 18:00;114.164;5.371;4.406;14.612;14.951
NH3;uur;µg/m³;20181123 18:00;20181123 19:00;279.99;5.138;4.648;12.748;15.667
NH3;uur;µg/m³;20181123 19:00;20181123 20:00;279.595;5.649;4.373;10.434;11.505
NH3;uur;µg/m³;20181123 20:00;20181123 21:00;257.032;5.784;3.587;14.276;13.23
NH3;uur;µg/m³;20181123 21:00;20181123 22:00;304.492;5.629;4.133;12.794;15.83
NH3;uur;µg/m³;20181123 22:00;20181123 23:00;263.698;5.551;4.031;9.653;14.2
NH3;uur;µg/m³;20181123 23:00;20181124 00:00;235.41;5.259;3.729;8.412;11.673
NH3;uur;µg/m³;20181124 00:00;20181124 01:00;227.361;5.167;2.839;9.754;9.741
NH3;uur;µg/m³;20181124 01:00;20181124 02:00;207.395;4.686;2.885;9.562;9.288
NH3;uur;µg/m³;20181124 02:00;20181124 03:00;127.914;4.467;2.794;8.225;10.084
NH3;uur;µg/m³;20181124 03:00;20181124 04:00;166.323;3.493;2.5;6.509;7.783
NH3;uur;µg/m³;20181124 04:00;20181124 05:00;146.473;2.959;2.035;4.403;6.379
NH3;uur;µg/m³;20181124 05:00;20181124 06:00;70.1;2.85;1.622;5.538;5.715
NH3;uur;µg/m³;20181124 06:00;20181124 07:00;115.602;2.516;1.666;6.127;6.038
NH3;uur;µg/m³;20181124 07:00;20181124 08:00;110.987;2.581;1.377;5.303;6.278
NH3;uur;µg/m³;20181124 08:00;20181124 09:00;264.003;2.752;1.897;5.201;5.498
NH3;uur;µg/m³;20181124 09:00;20181124 10:00;194.271;2.698;1.343;6.71;5.746
NH3;uur;µg/m³;20181124 10:00;20181124 11:00;184.412;2.495;1.197;6.726;5.921
NH3;uur;µg/m³;20181124 11:00;20181124 12:00;171.813;2.374;2.314;5.582;5.93
NH3;uur;µg/m³;20181124 12:00;20181124 13:00;185.278;2.051;1.875;5.074;5.919
NH3;uur;µg/m³;20181124 13:00;20181124 14:00;128.279;1.971;2.373;5.335;5.866
NH3;uur;µg/m³;20181124 14:00;20181124 15:00;159.862;2.019;1.765;4.667;6.989
NH3;uur;µg/m³;20181124 15:00;20181124 16:00;192.572;2.212;3.672;4.674;6.719
NH3;uur;µg/m³;20181124 16:00;20181124 17:00;98.713;2.106;3.263;5.516;7.758
NH3;uur;µg/m³;20181124 17:00;20181124 18:00;99.969;2.729;2.779;6.222;7.953
NH3;uur;µg/m³;20181124 18:00;20181124 19:00;25.804;2.961;2.207;7.137;7.555
NH3;uur;µg/m³;20181124 19:00;20181124 20:00;27.257;3.038;2.183;6.602;8.781
NH3;uur;µg/m³;20181124 20:00;20181124 21:00;26.677;2.717;1.757;5.306;7.544
NH3;uur;µg/m³;20181124 21:00;20181124 22:00;26.955;2.556;1.363;7.308;10.235
NH3;uur;µg/m³;20181124 22:00;20181124 23:00;21.83;2.999;1.247;8.717;10.473
NH3;uur;µg/m³;20181124 23:00;20181125 00:00;15.855;3.111;1.414;11.992;10.538
NH3;uur;µg/m³;20181125 00:00;20181125 01:00;22.648;2.768;1.498;12.695;7.939
NH3;uur;µg/m³;20181125 01:00;20181125 02:00;39.038;2.597;1.634;13.477;7.811
NH3;uur;µg/m³;20181125 02:00;20181125 03:00;26.134;1.938;1.954;9.191;6.287
NH3;uur;µg/m³;20181125 03:00;20181125 04:00;30.618;1.791;0.543;6.116;5.854
NH3;uur;µg/m³;20181125 04:00;20181125 05:00;19.842;1.619;-0.4;6.45;7.59
NH3;uur;µg/m³;20181125 05:00;20181125 06:00;79.259;1.963;0.513;7.094;7.182
NH3;uur;µg/m³;20181125 06:00;20181125 07:00;53.718;2.13;0.449;5.48;7.499
NH3;uur;µg/m³;20181125 07:00;20181125 08:00;87.605;1.705;0.492;4.798;8.979
NH3;uur;µg/m³;20181125 08:00;20181125 09:00;123.858;1.652;1.944;4.76;8.569
NH3;uur;µg/m³;20181125 09:00;20181125 10:00;70.714;1.408;0.704;6.438;10.664
NH3;uur;µg/m³;20181125 10:00;20181125 11:00;91.589;1.313;0.646;6.004;6.848
NH3;uur;µg/m³;20181125 11:00;20181125 12:00;145.484;1.055;0.391;4.207;6.467
NH3;uur;µg/m³;20181125 12:00;20181125 13:00;159.013;1.069;1.982;4.33;6.114
NH3;uur;µg/m³;20181125 13:00;20181125 14:00;142.905;1.601;2.262;4.234;7.089
NH3;uur;µg/m³;20181125 14:00;20181125 15:00;139.543;1.985;2.426;4.009;7.578
NH3;uur;µg/m³;20181125 15:00;20181125 16:00;137.838;1.814;2.235;5.4;6.494
NH3;uur;µg/m³;20181125 16:00;20181125 17:00;155.094;1.34;1.559;5.317;5.85
NH3;uur;µg/m³;20181125 17:00;20181125 18:00;137.146;1.223;3.026;4.63;5.609
NH3;uur;µg/m³;20181125 18:00;20181125 19:00;117.513;1.178;2.151;5.081;5.768
NH3;uur;µg/m³;20181125 19:00;20181125 20:00;138.019;1.335;2.511;5.588;6.49
NH3;uur;µg/m³;20181125 20:00;20181125 21:00;124.074;1.2;3.24;5.428;6.97
NH3;uur;µg/m³;20181125 21:00;20181125 22:00;125.607;1.259;2.028;5.164;6.246
NH3;uur;µg/m³;20181125 22:00;20181125 23:00;140.26;1.077;1.875;4.944;6.292
NH3;uur;µg/m³;20181125 23:00;20181126 00:00;123.168;1.196;2.384;5.482;5.574
NH3;uur;µg/m³;20181126 00:00;20181126 01:00;129.679;1.457;1.863;5.805;5.901
NH3;uur;µg/m³;20181126 01:00;20181126 02:00;105.397;1.448;1.936;5.835;5.97
NH3;uur;µg/m³;20181126 02:00;20181126 03:00;111.4;1.627;2.271;5.667;6.802
NH3;uur;µg/m³;20181126 03:00;20181126 04:00;139.592;2.009;2.552;5.642;6.22
NH3;uur;µg/m³;20181126 04:00;20181126 05:00;165.597;2.121;1.977;6.987;5.856
NH3;uur;µg/m³;20181126 05:00;20181126 06:00;117.664;2.282;1.72;6.311;6.352
NH3;uur;µg/m³;20181126 06:00;20181126 07:00;156.713;2.446;2.007;6.588;6.219
NH3;uur;µg/m³;20181126 07:00;20181126 08:00;190.158;2.636;2.133;6.206;5.735
NH3;uur;µg/m³;20181126 08:00;20181126 09:00;154.099;2.695;1.417;6.436;6.591
NH3;uur;µg/m³;20181126 09:00;20181126 10:00;203.852;2.604;1.247;6.489;6.522
NH3;uur;µg/m³;20181126 10:00;20181126 11:00;161.828;2.722;1.465;5.899;6.234
NH3;uur;µg/m³;20181126 11:00;20181126 12:00;130.748;2.69;1.947;5.836;6.244
NH3;uur;µg/m³;20181126 12:00;20181126 13:00;108.051;2.73;1.657;5.853;5.782
NH3;uur;µg/m³;20181126 13:00;20181126 14:00;115.253;2.755;1.647;5.613;5.914
NH3;uur;µg/m³;20181126 14:00;20181126 15:00;213.966;3.159;1.305;5.761;7.13
NH3;uur;µg/m³;20181126 15:00;20181126 16:00;191.836;3.488;1.408;6.755;8.807
NH3;uur;µg/m³;20181126 16:00;20181126 17:00;135.652;3.895;2.218;7.713;8.649
NH3;uur;µg/m³;20181126 17:00;20181126 18:00;80.918;3.946;3.592;7.321;8.991
NH3;uur;µg/m³;20181126 18:00;20181126 19:00;106.835;4.43;3.126;7;6.307
NH3;uur;µg/m³;20181126 19:00;20181126 20:00;77.096;3.706;2.826;6.585;7.721
NH3;uur;µg/m³;20181126 20:00;20181126 21:00;55.277;2.892;2.276;8.058;4.78
NH3;uur;µg/m³;20181126 21:00;20181126 22:00;123.388;2.252;2.171;6.681;5.424
NH3;uur;µg/m³;20181126 22:00;20181126 23:00;84.115;2.418;2.569;6.228;6.398
NH3;uur;µg/m³;20181126 23:00;20181127 00:00;40.659;2.301;3.533;6.361;6.819
NH3;uur;µg/m³;20181127 00:00;20181127 01:00;31.473;2.048;3.376;6.519;8.234
NH3;uur;µg/m³;20181127 01:00;20181127 02:00;87.244;1.914;2.733;7.883;8.293
NH3;uur;µg/m³;20181127 02:00;20181127 03:00;115.874;2.157;3.543;9.231;10.747
NH3;uur;µg/m³;20181127 03:00;20181127 04:00;31.243;1.952;2.968;7.281;10.481
NH3;uur;µg/m³;20181127 04:00;20181127 05:00;96.712;1.627;3.214;8.185;11.291
NH3;uur;µg/m³;20181127 05:00;20181127 06:00;97.588;1.301;3.158;11.691;11.418
NH3;uur;µg/m³;20181127 06:00;20181127 07:00;40.585;1.012;8.42;10.073;12.499
NH3;uur;µg/m³;20181127 07:00;20181127 08:00;25.498;1.223;8.218;9.038;12.505
NH3;uur;µg/m³;20181127 08:00;20181127 09:00;82.931;2.611;15.721;10.634;12.745
NH3;uur;µg/m³;20181127 09:00;20181127 10:00;36.774;4.451;19.979;12.441;14.59
NH3;uur;µg/m³;20181127 10:00;20181127 11:00;15.841;5.45;8.456;12.321;10.239
NH3;uur;µg/m³;20181127 11:00;20181127 12:00;15.902;5.25;2.696;8.791;7.223
NH3;uur;µg/m³;20181127 12:00;20181127 13:00;14.653;4.963;2.59;6.655;7.713
NH3;uur;µg/m³;20181127 13:00;20181127 14:00;15.578;3.779;2.787;7.264;6.284
NH3;uur;µg/m³;20181127 14:00;20181127 15:00;8.477;2.232;2.83;6.471;6.891
NH3;uur;µg/m³;20181127 15:00;20181127 16:00;11.113;1.44;3.513;6.139;7.12
NH3;uur;µg/m³;20181127 16:00;20181127 17:00;12.64;1.491;3.281;4.617;10.006
NH3;uur;µg/m³;20181127 17:00;20181127 18:00;12.65;1.468;3.341;5.357;10.739
NH3;uur;µg/m³;20181127 18:00;20181127 19:00;15.555;2.235;3.139;7.38;12.461
NH3;uur;µg/m³;20181127 19:00;20181127 20:00;14.259;3.89;3.773;8.647;10.529
NH3;uur;µg/m³;20181127 20:00;20181127 21:00;13.194;5.755;2.478;9.687;11.495
NH3;uur;µg/m³;20181127 21:00;20181127 22:00;12.663;7.851;2.07;9.71;11.758
NH3;uur;µg/m³;20181127 22:00;20181127 23:00;14.388;7.733;1.687;8.41;9.334
NH3;uur;µg/m³;20181127 23:00;20181128 00:00;13.624;7.182;2.072;8.818;6.813
NH3;uur;µg/m³;20181128 00:00;20181128 01:00;9.798;6.44;1.443;8.939;6.404
NH3;uur;µg/m³;20181128 01:00;20181128 02:00;9.049;5.924;1.953;8.843;6.34
NH3;uur;µg/m³;20181128 02:00;20181128 03:00;8.004;5.52;1.591;8.962;5.876
NH3;uur;µg/m³;20181128 03:00;20181128 04:00;8.275;5.309;1.372;8.678;5.314
NH3;uur;µg/m³;20181128 04:00;20181128 05:00;7.942;4.768;1.682;8.103;4.964
NH3;uur;µg/m³;20181128 05:00;20181128 06:00;8.771;3.926;1.371;8.065;4.682
NH3;uur;µg/m³;20181128 06:00;20181128 07:00;7.574;3.144;1.228;7.272;4.894
NH3;uur;µg/m³;20181128 07:00;20181128 08:00;9.574;2.763;1.053;6.17;4.553
NH3;uur;µg/m³;20181128 08:00;20181128 09:00;10.6;2.576;2.111;6.218;4.196
NH3;uur;µg/m³;20181128 09:00;20181128 10:00;;3.029;2.16;6.065;4.42
NH3;uur;µg/m³;20181128 10:00;20181128 11:00;;3.497;2.41;6.745;4.457
NH3;uur;µg/m³;20181128 11:00;20181128 12:00;;3.845;3.199;6.219;4.438
NH3;uur;µg/m³;20181128 12:00;20181128 13:00;;3.661;3.687;5.792;4.482
NH3;uur;µg/m³;20181128 13:00;20181128 14:00;;4.052;3.673;5.802;4.17
NH3;uur;µg/m³;20181128 14:00;20181128 15:00;;3.563;3.017;6.087;4.411
NH3;uur;µg/m³;20181128 15:00;20181128 16:00;9.849;3.166;4.092;4.698;4.46
NH3;uur;µg/m³;20181128 16:00;20181128 17:00;7.536;3.243;3.203;4.663;
